,height,geometry
115,32.78,"POLYGON ((369601.3115999997 3284966.3561, 369601.6745999996 3284969.0089, 369608.9599000001 3284968.0647, 369608.7215 3284965.610200001, 369601.3115999997 3284966.3561))"
116,27.29,"POLYGON ((369644.6458000001 3284930.970899999, 369644.4614000004 3284934.362500001, 369656.6566000003 3284935.0317, 369656.9247000003 3284931.821799999, 369644.6458000001 3284930.970899999))"
117,25.78,"POLYGON ((369656.4850000003 3285005.7093, 369660.4332999997 3285006.586999999, 369663.4540999997 3284992.965399999, 369659.6087999996 3284992.229599999, 369659.5003000004 3284992.7084, 369655.7059000004 3284991.8488, 369652.3496000003 3285006.1919, 369656.1738999998 3285007.108899999, 369656.4850000003 3285005.7093))"
118,29.44,"POLYGON ((369664.0086000003 3285007.3818, 369667.8783 3285008.242000001, 369671.0253999997 3284994.7313, 369667.2028000001 3284993.8902, 369664.0086000003 3285007.3818))"
119,25.4,"POLYGON ((369682.0815000003 3284985.987, 369684.7857999997 3284979.9781, 369677.7725 3284976.5747, 369674.8000999996 3284982.8017, 369682.0815000003 3284985.987))"
120,36.11,"POLYGON ((369704.0395 3285032.3836, 369702.9488000004 3285039.698999999, 369707.3852000004 3285040.360400001, 369708.6271000002 3285033.015699999, 369704.0395 3285032.3836))"
121,35.22,"POLYGON ((369698.3863000004 3285039.848099999, 369697.9031999996 3285042.8508, 369702.3853000002 3285043.478800001, 369702.8278999999 3285040.510299999, 369698.3863000004 3285039.848099999))"
122,25.0,"POLYGON ((369714.2981000002 3285041.391100001, 369707.3852000004 3285040.360400001, 369706.7544999998 3285044.0909, 369713.6879000003 3285045.0623, 369714.2981000002 3285041.391100001))"
123,35.93,"POLYGON ((369708.0554999998 3285036.3961, 369714.9512 3285037.4615, 369715.4802000001 3285034.279300001, 369708.6098999996 3285033.1176, 369708.0554999998 3285036.3961))"
124,28.58,"POLYGON ((369702.9488000004 3285039.698999999, 369702.3853000002 3285043.478800001, 369706.7544999998 3285044.0909, 369707.3852000004 3285040.360400001, 369702.9488000004 3285039.698999999))"
125,28.06,"POLYGON ((369708.0554999998 3285036.3961, 369707.3852000004 3285040.360400001, 369714.2981000002 3285041.391100001, 369714.9512 3285037.4615, 369708.0554999998 3285036.3961))"
126,32.5,"POLYGON ((369707.5159999998 3284977.9167, 369711.2799000004 3284968.6789, 369703.9983000001 3284965.654200001, 369700.1818000004 3284974.924799999, 369707.5159999998 3284977.9167))"
127,27.98,"POLYGON ((369724.3357999995 3284978.4769, 369722.0850999998 3284977.9012, 369721.8128000004 3284978.9659, 369720.7232999997 3284978.6845, 369719.6880999999 3284982.6917, 369722.9314999999 3284983.6348, 369724.3357999995 3284978.4769))"
128,24.79,"POLYGON ((369914.3676000005 3285005.4669, 369918.9826999996 3285005.745300001, 369919.4296000004 3284996.509400001, 369914.9204000002 3284996.3028, 369914.3676000005 3285005.4669))"
129,24.75,"POLYGON ((369807.5670999996 3284994.4067, 369799.5110999998 3284992.929400001, 369798.943 3284996.160599999, 369806.8919000002 3284997.305, 369807.5670999996 3284994.4067))"
130,31.24,"POLYGON ((369886.4732999997 3285052.8554, 369916.4732999997 3285050.834899999, 369916.0964000002 3285045.7554, 369907.9844000004 3285046.390900001, 369908.2142000003 3285049.324100001, 369886.3114 3285050.984999999, 369886.4732999997 3285052.8554))"
131,27.77,"POLYGON ((369920.2139999997 3285050.583000001, 369919.6278999997 3285045.194, 369923.4652000004 3285044.697000001, 369922.5503000002 3285035.7015, 369915.4106999999 3285036.2312, 369916.4732999997 3285050.834899999, 369920.2139999997 3285050.583000001))"
132,35.6,"POLYGON ((369833.1991999997 3285044.426899999, 369832.9855000004 3285052.553300001, 369845.2121000001 3285052.9539, 369845.4073000001 3285048.6679, 369849.7132999999 3285048.809699999, 369849.8717999998 3285044.8858, 369833.1991999997 3285044.426899999))"
133,27.85,"POLYGON ((369793.1316 3285045.490700001, 369797.6185999997 3285045.805, 369798.0981999999 3285041.2446, 369795.2247000001 3285040.921, 369794.9477000004 3285043.092900001, 369793.4299999997 3285042.9066, 369793.1316 3285045.490700001))"
134,33.55,"POLYGON ((369797.6185999997 3285045.805, 369793.1316 3285045.490700001, 369792.7007999998 3285049.2226, 369797.2071000002 3285049.717, 369797.6185999997 3285045.805))"
135,22.33,"POLYGON ((369783.0049999999 3285047.9838, 369784.0395999998 3285038.8948, 369774.7915000003 3285037.8456, 369774.3732000003 3285041.0263, 369779.4809999997 3285041.593499999, 369779.1434000004 3285044.207599999, 369774.0303999996 3285043.632300001, 369773.6048999997 3285046.866800001, 369783.0049999999 3285047.9838))"
136,33.84,"POLYGON ((369774.3732000003 3285041.0263, 369774.0303999996 3285043.632300001, 369779.1434000004 3285044.207599999, 369779.4809999997 3285041.593499999, 369774.3732000003 3285041.0263))"
137,20.61,"POLYGON ((369644.6699999999 3284920.228, 369644.2006999999 3284928.5595, 369644.7751000002 3284928.590700001, 369645.2275999999 3284920.264699999, 369644.6699999999 3284920.228))"
138,27.16,"POLYGON ((369644.6052000001 3284931.7181, 369643.9866000004 3284931.6845, 369643.9211999997 3284933.786499999, 369643.9115000004 3284933.838500001, 369643.9078000002 3284933.8913, 369643.9099000003 3284933.9442, 369643.9179999996 3284933.9965, 369643.9319000002 3284934.047599999, 369643.9513999997 3284934.0967, 369643.9764 3284934.1434, 369644.0064000003 3284934.187000001, 369644.0411 3284934.227, 369644.0800000001 3284934.262800001, 369644.1210000003 3284934.2929, 369644.165 3284934.318299999, 369644.2114000004 3284934.3389, 369644.2598000001 3284934.3544, 369644.3096000003 3284934.364600001, 369644.3602 3284934.3694, 369644.4110000003 3284934.3687, 369644.4614000004 3284934.362500001, 369644.6052000001 3284931.7181))"
139,21.42,"POLYGON ((369968.3377999999 3284769.1545, 369953.4182000002 3284768.399599999, 369952.9716999996 3284778.205, 369967.8641999997 3284779.093599999, 369968.3377999999 3284769.1545))"
140,25.46,"POLYGON ((369959.3048999999 3285091.5294, 369962.4891999997 3285088.549900001, 369958.1421999997 3285085.3828, 369956.2593 3285088.5274, 369959.3048999999 3285091.5294))"
141,28.62,"POLYGON ((369845.7818999998 3285083.5053, 369844.7408999996 3285096.2971, 369852.2588 3285096.7237, 369852.4055000003 3285093.8189, 369848.6634999998 3285093.629899999, 369849.1666999999 3285083.6669, 369845.7818999998 3285083.5053))"
142,32.48,"POLYGON ((369712.8339999998 3285131.138, 369715.3509 3285134.5834, 369716.2104000002 3285133.8463, 369715.8638000004 3285130.895199999, 369712.8339999998 3285131.138))"
143,30.96,"POLYGON ((369870.1262999997 3284878.053200001, 369870.5100999996 3284876.8092, 369869.9483000003 3284876.625800001, 369870.8388 3284873.739399999, 369871.4035 3284873.9136, 369871.9437999995 3284872.1624, 369867.4828000003 3284871.3413, 369865.8431000002 3284876.5603, 369870.1262999997 3284878.053200001))"
144,26.54,"POLYGON ((369712.1628 3284947.0175, 369717.8929000003 3284949.054300001, 369721.4393999996 3284939.788000001, 369715.6805999996 3284937.763499999, 369712.1628 3284947.0175))"
145,31.97,"POLYGON ((369717.2887000004 3284981.994100001, 369718.5800999999 3284977.0045, 369715.9709999999 3284976.337099999, 369714.5270999996 3284981.191099999, 369717.2887000004 3284981.994100001))"
146,32.1,"POLYGON ((369720.7232999997 3284978.6845, 369721.8128000004 3284978.9659, 369722.0850999998 3284977.9012, 369718.5800999999 3284977.0045, 369717.2887000004 3284981.994100001, 369719.6880999999 3284982.6917, 369720.7232999997 3284978.6845))"
147,32.6,"POLYGON ((369891.3992999997 3284972.7586, 369896.0986000001 3284973.395199999, 369896.6633000001 3284969.0801, 369891.9797999999 3284968.406500001, 369891.3992999997 3284972.7586))"
148,31.68,"POLYGON ((369780.2142000003 3284949.8894, 369772.8859000001 3284946.811100001, 369771.1322999997 3284951.224400001, 369778.3477999996 3284954.2642, 369780.2142000003 3284949.8894))"
149,31.52,"POLYGON ((369782.0278000003 3284955.8145, 369793.5376000004 3284960.6634, 369795.2856000001 3284956.2203, 369783.8958000001 3284951.435900001, 369782.0278000003 3284955.8145))"
150,28.3,"POLYGON ((369674.9811000004 3284879.185699999, 369668.8660000004 3284875.8663, 369668.0509000001 3284877.368000001, 369674.1869000001 3284880.6567, 369674.9811000004 3284879.185699999))"
151,29.71,"POLYGON ((369638.9386 3284861.4265, 369642.5494999997 3284863.356899999, 369643.9908999996 3284860.6153, 369639.3642999995 3284858.0329, 369637.7230000002 3284861.104599999, 369638.7851999998 3284861.700099999, 369638.9386 3284861.4265))"
152,31.66,"POLYGON ((369580.5175999999 3284921.3083, 369568.7717000004 3284923.218800001, 369569.7444000002 3284929.988, 369581.5861 3284927.8474, 369580.5175999999 3284921.3083))"
153,30.88,"POLYGON ((369581.8738000002 3284895.796800001, 369573.1698000003 3284896.8661, 369573.6218999997 3284900.537900001, 369582.3141000001 3284899.274800001, 369581.8738000002 3284895.796800001))"
154,30.67,"POLYGON ((369572.8240999999 3284894.0514, 369573.1698000003 3284896.8661, 369581.8738000002 3284895.796800001, 369581.5136000002 3284892.951300001, 369572.8240999999 3284894.0514))"
155,32.17,"POLYGON ((369988.9692000002 3285124.1505, 369988.9861000003 3285122.1987, 369987.0316000003 3285122.083000001, 369986.9139999999 3285124.0688, 369988.9692000002 3285124.1505))"
156,32.28,"POLYGON ((369883.7126000002 3285084.353700001, 369879.3244000003 3285084.4471, 369879.3272000002 3285098.022700001, 369879.7558000004 3285098.024499999, 369879.7566999998 3285097.8149, 369883.8313999996 3285097.778899999, 369883.7126000002 3285084.353700001))"
157,29.92,"POLYGON ((369875.3547 3285068.683700001, 369875.5828999998 3285064.633199999, 369870.4248000002 3285064.3432, 369870.2182 3285068.385, 369875.3547 3285068.683700001))"
158,29.94,"POLYGON ((369869.9040999999 3285073.785399999, 369875.0548999999 3285074.004799999, 369875.3547 3285068.683700001, 369870.2182 3285068.385, 369869.9040999999 3285073.785399999))"
159,29.94,"POLYGON ((369870.2057999996 3285068.5976, 369870.4248000002 3285064.3432, 369864.5935000004 3285064.0152, 369864.3213 3285068.2163, 369870.2057999996 3285068.5976))"
160,32.54,"POLYGON ((369870.2057999996 3285068.5976, 369864.3213 3285068.2163, 369863.9767000005 3285073.5329, 369869.9040999999 3285073.785399999, 369870.2057999996 3285068.5976))"
161,34.77,"POLYGON ((369943.5895999996 3284907.2291, 369942.9121000003 3284904.512800001, 369931.1107999999 3284907.448799999, 369932.0676999995 3284911.332599999, 369935.9589999998 3284910.366, 369935.6547999997 3284909.012499999, 369943.5895999996 3284907.2291))"
162,33.12,"POLYGON ((369979.1201999998 3284695.4845, 369984.3596999999 3284695.307, 369983.8628000002 3284680.839500001, 369981.8322000001 3284678.4758, 369954.5153000001 3284674.513800001, 369954.648 3284681.3211, 369972.0431000004 3284681.214199999, 369972.1135999998 3284683.6854, 369979.5998 3284683.471799999, 369979.7562999995 3284687.7248, 369978.8702999996 3284687.7534, 369979.1201999998 3284695.4845))"
163,30.31,"POLYGON ((369964.0171999997 3284898.402799999, 369959.1734999996 3284899.581700001, 369958.9713000003 3284898.721799999, 369954.3920999998 3284899.7983, 369954.5445999997 3284900.4471, 369950.4506999999 3284901.409600001, 369952.9814999998 3284911.657400001, 369957.1415999997 3284910.7051, 369956.7703 3284909.0831, 369961.3338000001 3284908.0385, 369961.7050999999 3284909.660399999, 369962.0648999996 3284909.5781, 369960.4583000001 3284903.2092, 369964.6843999997 3284902.1984, 369964.0171999997 3284898.402799999))"
164,33.64,"POLYGON ((369968.0510999998 3284898.5408, 369976.0625999998 3284897.1183, 369975.3636999996 3284892.9835, 369967.2993999999 3284894.4067, 369968.0510999998 3284898.5408))"
165,32.76,"POLYGON ((369968.5515000001 3284901.2928, 369976.5310000004 3284899.890000001, 369976.0625999998 3284897.1183, 369968.0510999998 3284898.5408, 369968.5515000001 3284901.2928))"
166,31.28,"POLYGON ((369969.3881000001 3284905.894400001, 369977.2971999999 3284904.4234, 369976.5310000004 3284899.890000001, 369972.1973000001 3284900.651900001, 369972.5883999998 3284902.8771, 369969.7981000002 3284903.3935, 369969.4024999999 3284901.143200001, 369968.5515000001 3284901.2928, 369969.3881000001 3284905.894400001))"
167,31.28,"POLYGON ((369969.7850000001 3284908.0283, 369977.6414999999 3284906.460000001, 369977.2971999999 3284904.4234, 369969.3881000001 3284905.894400001, 369969.7850000001 3284908.0283))"
168,33.98,"POLYGON ((369979.4656999996 3284711.817600001, 369979.1886 3284703.5857, 369975.9281000001 3284703.7323, 369976.1864 3284711.948100001, 369979.4656999996 3284711.817600001))"
169,33.98,"POLYGON ((369979.4656999996 3284711.817600001, 369984.9192000004 3284711.6006, 369984.6355999997 3284703.3409, 369979.1886 3284703.5857, 369979.4656999996 3284711.817600001))"
170,30.34,"POLYGON ((369972.8482999997 3284717.569, 369973.1481999997 3284724.241800001, 369979.4064999996 3284723.9714, 369979.1418000003 3284717.318600001, 369972.8482999997 3284717.569))"
171,29.98,"POLYGON ((369975.6503999997 3284728.02, 369985.4698000001 3284727.635, 369984.9192000004 3284711.6006, 369971.4570000004 3284712.136299999, 369971.6474000001 3284717.616800001, 369979.1418000003 3284717.318600001, 369979.4064999996 3284723.9714, 369975.3887999998 3284724.145, 369975.6503999997 3284728.02))"
172,30.32,"POLYGON ((369976.1947999997 3284727.998600001, 369976.3130000001 3284731.014799999, 369981.0526999999 3284730.829, 369980.9343999997 3284727.812799999, 369976.1947999997 3284727.998600001))"
173,32.49,"POLYGON ((369922.5893999999 3284855.9014, 369921.2342999997 3284855.9221, 369921.3002000004 3284859.0833, 369923.2067 3284859.043500001, 369923.2292999998 3284860.052100001, 369933.1835000003 3284859.7311, 369933.0098000001 3284851.9781, 369922.5319999997 3284852.1381, 369922.5893999999 3284855.9014))"
174,34.24,"POLYGON ((369921.4841999998 3284867.906400001, 369921.6772999996 3284877.1647, 369925.9923999999 3284877.046599999, 369930.4179999996 3284876.9254, 369933.5667000003 3284876.839299999, 369933.3586999997 3284867.5548, 369921.4841999998 3284867.906400001))"
175,34.34,"POLYGON ((369934.0230999999 3284897.2108, 369933.6578000002 3284880.903000001, 369930.5241 3284880.9684, 369930.9512999998 3284897.258400001, 369934.0230999999 3284897.2108))"
176,34.23,"POLYGON ((369925.1354 3284897.4005, 369924.9628999997 3284881.0843, 369921.7604999999 3284881.1511, 369922.1007000003 3284897.4649, 369925.1354 3284897.4005))"
177,34.23,"POLYGON ((369925.1354 3284897.4005, 369930.9512999998 3284897.258400001, 369930.5241 3284880.9684, 369924.9628999997 3284881.0843, 369925.1354 3284897.4005))"
178,26.89,"POLYGON ((369938.8405999998 3284766.3903, 369942.8607000001 3284766.284299999, 369942.6251999997 3284757.3518, 369940.4636000004 3284757.4286, 369938.4093000004 3284757.479, 369938.5849000001 3284761.1064, 369938.716 3284761.0996, 369938.8405999998 3284766.3903))"
179,35.67,"POLYGON ((369917.1465999996 3285124.1051, 369913.3997 3285124.1884, 369913.4424999999 3285131.4922, 369917.4336000001 3285131.420700001, 369917.1465999996 3285124.1051))"
180,35.67,"POLYGON ((369917.1465999996 3285124.1051, 369917.4336000001 3285131.420700001, 369924.0303999996 3285131.3026, 369924.0390999997 3285131.787699999, 369931.3146000002 3285131.6647, 369931.1628999999 3285124.3027, 369924.1810999997 3285124.493899999, 369924.1661999999 3285123.948999999, 369917.1465999996 3285124.1051))"
181,37.29,"POLYGON ((369913.4424999999 3285131.4922, 369913.3997 3285124.1884, 369910.1837999998 3285124.26, 369910.1608999996 3285123.233100001, 369899.3991999999 3285123.4046, 369899.5124000004 3285130.7085, 369910.0029999996 3285130.5425, 369910.0190000003 3285131.553400001, 369913.4424999999 3285131.4922))"
182,27.0,"POLYGON ((369938.3716000002 3285102.486199999, 369937.568 3285108.111199999, 369944.9813000001 3285109.213400001, 369946.0206000004 3285103.9278, 369938.3716000002 3285102.486199999))"
183,34.95,"POLYGON ((369913.8754000003 3285079.3762, 369923.5250000004 3285080.1017, 369923.6041000001 3285079.0505, 369924.4880999997 3285079.123299999, 369924.6805999996 3285076.786599999, 369924.8295999998 3285076.7992, 369925.2013999997 3285072.412900001, 369914.4298 3285071.698799999, 369913.8754000003 3285079.3762))"
184,32.26,"POLYGON ((369908.6281000003 3285062.4737, 369908.5421000002 3285063.2118, 369931.0131000001 3285065.830800001, 369931.1453 3285064.6964, 369924.1325000003 3285063.1414, 369908.6281000003 3285062.4737))"
185,32.79,"POLYGON ((369893.4540999997 3285090.4505, 369900.0207000002 3285090.775699999, 369900.0340999998 3285090.5055, 369900.2198000001 3285090.514, 369900.4146999996 3285085.806399999, 369901.5394000001 3285085.853, 369901.8186999997 3285080.5898, 369894.0828999998 3285080.179300001, 369893.4540999997 3285090.4505))"
186,34.02,"POLYGON ((369935.7652000003 3284766.4976, 369938.8405999998 3284766.3903, 369938.7718000002 3284763.469000001, 369935.7419999996 3284763.585100001, 369935.7652000003 3284766.4976))"
187,20.28,"POLYGON ((369924.5378999999 3284766.889699999, 369935.7652000003 3284766.4976, 369935.7419999996 3284763.585100001, 369938.7718000002 3284763.469000001, 369938.716 3284761.0996, 369934.8715000004 3284761.2983, 369934.7268000003 3284758.499500001, 369924.2182 3284758.762, 369924.5378999999 3284766.889699999))"
188,29.4,"POLYGON ((369939.2960000001 3284776.222200001, 369939.4403999997 3284771.975, 369935.8211000003 3284771.8519, 369935.6766999997 3284776.099099999, 369939.2960000001 3284776.222200001))"
189,29.75,"POLYGON ((369939.4784000004 3284771.976299999, 369939.6825999999 3284767.6511, 369935.9682 3284767.5254, 369935.8211000003 3284771.8519, 369939.4784000004 3284771.976299999))"
190,30.08,"POLYGON ((369939.2746000001 3284780.3223, 369939.3901000004 3284776.225400001, 369935.6766999997 3284776.099099999, 369935.5377000002 3284780.1844, 369939.2746000001 3284780.3223))"
191,34.06,"POLYGON ((369942.1645 3284785.710899999, 369947.3317 3284785.911599999, 369947.4994999999 3284780.626, 369942.4494000003 3284780.4395, 369942.1645 3284785.710899999))"
192,32.94,"POLYGON ((369939.2746000001 3284780.3223, 369947.4994999999 3284780.626, 369947.6303000003 3284776.5056, 369939.3901000004 3284776.225400001, 369939.2746000001 3284780.3223))"
193,32.94,"POLYGON ((369935.5377000002 3284780.1844, 369935.3587999996 3284785.4465, 369942.1645 3284785.710899999, 369942.4494000003 3284780.4395, 369935.5377000002 3284780.1844))"
194,19.5,"POLYGON ((369947.6303000003 3284776.5056, 369947.7651000004 3284772.258099999, 369939.4403999997 3284771.975, 369939.2960000001 3284776.222200001, 369947.6303000003 3284776.5056))"
